Wilayah;Kecamatan;Nama Faskes (Rumah Sakit dan Puskesmas);Jenis Penyakit;Januari;Februari;Maret;April;Mei;Juni;Juli;Agustus;September;Oktober;November
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Endokrin, nutrisi dan gangguan metabolik;459;262;1.059;94;117;89;119;103;112;120;120
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Gangguan jiwa dan perilaku;79;46;201;27;39;32;28;27;38;39;34
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Penyakit yang mengenai sistem syaraf;94;57;244;37;58;32;37;41;55;60;52
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Penyakit mata dan adnexa;46;31;118;33;40;57;43;44;40;46;50
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Penyakit telinga dan mastoid;110;67;314;83;105;81;77;78;82;108;96
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Penyakit pada sistem sirkulasi;638;243;1.409;247;276;200;203;196;158;174;114
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Penyakit pada sistem pernafasan;690;791;2.241;618;733;628;822;1.162;1.177;950;720
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Penyakit pada sistem pencernaan;721;701;2.008;478;755;564;696;711;700;791;714
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Penyakit pada kulit dan jaringan subcutaneous;204;175;588;155;212;133;213;214;190;232;267
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Penyakit pada sistem musculoskletal;408;347;1.100;221;300;228;289;268;263;298;273
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Penyakit pada sistem saluran kemih dan genital;97;72;262;55;76;49;45;43;60;71;58
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Kehamilan dan kelahiran;13;7;40;4;17;7;7;13;8;13;1
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Keadaan yang berasal dari periode perinatal;1;152;2;4;4;0;1;7;1;2;2
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Malformasi kongenital, deformasi dan kelainan chromosom;5;60;10;1;4;9;1;4;2;2;3
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;174;689;481;102;171;140;128;164;192;270;181
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Keracunan, cedera dan beberapa penyebab yang dari luar;94;130;257;61;79;87;79;93;112;145;110
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Penyebab morbiditas dan kematian eksternal;8;15;20;1;2;0;6;1;1;5;1
Surabaya Timur;Rungkut;Puskesmas Kalirungkut;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;877;4;2.716;612;1.024;804;1.003;991;1.055;1.196;878
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Penyakit Infeksi dan parasit;129;35;287;94;125;111;127;113;131;161;135
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Neoplasma;6;11;22;5;9;8;6;5;17;2;7
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2;6;9;1;5;2;1;0;0;2;5
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Endokrin, nutrisi dan gangguan metabolik;110;61;231;18;52;49;56;52;56;67;55
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Gangguan jiwa dan perilaku;17;31;48;15;18;19;13;21;12;23;16
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Penyakit yang mengenai sistem syaraf;31;35;64;16;19;15;12;19;9;17;21
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Penyakit mata dan adnexa;89;239;293;58;71;58;101;92;66;115;77
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Penyakit telinga dan mastoid;31;286;57;9;29;20;37;27;32;28;45
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Penyakit pada sistem sirkulasi;104;77;199;19;54;41;48;54;77;69;58
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Penyakit pada sistem pernafasan;709;93;1.674;455;556;421;518;703;740;629;461
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Penyakit pada sistem pencernaan;486;20;1.233;319;534;415;485;472;497;522;505
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Penyakit pada kulit dan jaringan subcutaneous;98;2;230;68;90;88;97;111;78;95;136
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Penyakit pada sistem musculoskletal;145;133;349;50;143;112;170;139;120;143;137
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Penyakit pada sistem saluran kemih dan genital;24;29;93;26;37;30;30;38;31;42;38
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Kehamilan dan kelahiran;9;469;17;8;5;0;0;3;3;3;2
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Keadaan yang berasal dari periode perinatal;1;68;1;0;1;0;0;0;1;0;2
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Malformasi kongenital, deformasi dan kelainan chromosom;0;5;0;0;1;0;0;3;1;5;1
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;51;3;121;36;37;46;52;61;47;86;58
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Keracunan, cedera dan beberapa penyebab yang dari luar;25;101;54;10;17;21;17;23;19;33;32
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Penyebab morbiditas dan kematian eksternal;1;29;4;0;3;1;0;3;1;0;0
Surabaya Selatan;Jambangan;Puskesmas Kebonsari;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;509;10;1.340;341;575;433;453;381;335;415;260
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Penyakit Infeksi dan parasit;203;48;562;134;185;182;174;255;216;214;172
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Neoplasma;20;24;56;10;18;13;30;24;15;31;17
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2;85;14;0;7;6;4;3;3;4;6
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Endokrin, nutrisi dan gangguan metabolik;115;230;306;56;80;69;82;93;78;94;115
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Gangguan jiwa dan perilaku;27;111;53;14;13;15;12;21;12;9;11
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Penyakit yang mengenai sistem syaraf;65;77;180;45;56;60;37;45;54;64;42
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Penyakit mata dan adnexa;148;139;403;71;109;118;115;110;117;117;112
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Penyakit telinga dan mastoid;68;26;215;54;71;65;64;80;75;91;94
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Penyakit pada sistem sirkulasi;182;2;447;58;89;96;126;132;148;135;102
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Penyakit pada sistem pernafasan;571;93;1.833;443;547;460;574;838;752;699;436
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Penyakit pada sistem pencernaan;419;23;1.214;322;381;300;377;379;475;495;518
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Penyakit pada kulit dan jaringan subcutaneous;145;176;404;87;111;104;146;155;121;159;185
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Penyakit pada sistem musculoskletal;272;124;735;113;191;205;234;223;234;243;215
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Penyakit pada sistem saluran kemih dan genital;47;7;131;28;49;33;36;43;55;53;53
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Kehamilan dan kelahiran;9;3;21;5;7;1;7;12;14;7;14
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Keadaan yang berasal dari periode perinatal;0;95;2;0;4;1;1;2;0;0;4
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Malformasi kongenital, deformasi dan kelainan chromosom;1;15;4;2;1;0;2;3;4;1;3
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;142;51;403;76;124;102;91;148;199;177;118
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Keracunan, cedera dan beberapa penyebab yang dari luar;47;64;160;34;57;61;75;79;83;71;69
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Penyebab morbiditas dan kematian eksternal;1;37;3;0;0;2;1;3;2;0;1
Surabaya Pusat;Tegalsari;Puskesmas Kedungdoro;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;432;118;957;277;319;280;377;577;264;287;332
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Penyakit Infeksi dan parasit;365;455;973;200;238;187;221;257;275;331;317
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Neoplasma;29;398;81;22;20;26;26;14;18;19;33
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;12;104;30;1;6;6;7;5;6;7;10
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Endokrin, nutrisi dan gangguan metabolik;351;257;853;104;184;170;127;202;157;146;166
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Gangguan jiwa dan perilaku;66;28;158;20;28;26;21;17;19;18;19
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Penyakit yang mengenai sistem syaraf;73;1;185;31;48;42;39;42;32;47;42
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Penyakit mata dan adnexa;27;83;92;30;47;35;37;39;40;38;31
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Penyakit telinga dan mastoid;97;33;248;74;87;59;81;86;68;95;103
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Penyakit pada sistem sirkulasi;397;249;883;160;207;220;249;280;179;157;175
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Penyakit pada sistem pernafasan;789;110;2.507;679;696;597;739;1.226;1.200;1.039;744
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Penyakit pada sistem pencernaan;755;19;2.160;564;800;666;780;789;763;882;928
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Penyakit pada kulit dan jaringan subcutaneous;155;1;474;127;141;141;151;192;178;221;259
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Penyakit pada sistem musculoskletal;358;62;1.091;210;336;297;350;354;336;387;374
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Penyakit pada sistem saluran kemih dan genital;80;3;229;58;56;69;58;69;77;84;112
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Kehamilan dan kelahiran;10;12;22;7;6;10;5;1;6;15;8
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Keadaan yang berasal dari periode perinatal;6;69;8;2;1;4;4;1;1;3;2
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Malformasi kongenital, deformasi dan kelainan chromosom;5;55;20;2;2;2;3;2;4;0;5
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;159;40;448;80;140;154;163;241;162;167;156
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Keracunan, cedera dan beberapa penyebab yang dari luar;60;394;203;39;48;66;65;76;66;55;55
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Penyebab morbiditas dan kematian eksternal;0;322;1;0;0;0;1;1;1;1;1
Surabaya Selatan;Karang Pilang;Puskesmas Kedurus;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;745;90;2.106;446;699;617;705;553;571;689;560
Surabaya Utara;Bulak;Puskesmas Kenjeran;Penyakit Infeksi dan parasit;112;103;347;83;91;98;107;149;144;132;128
Surabaya Utara;Bulak;Puskesmas Kenjeran;Neoplasma;12;26;36;4;9;5;11;4;6;8;14
Surabaya Utara;Bulak;Puskesmas Kenjeran;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;0;2;4;3;5;4;6;4;1;4;1
Surabaya Utara;Bulak;Puskesmas Kenjeran;Endokrin, nutrisi dan gangguan metabolik;15;104;87;19;47;29;44;75;54;56;47
Surabaya Utara;Bulak;Puskesmas Kenjeran;Gangguan jiwa dan perilaku;12;41;36;14;13;9;14;12;13;19;10
Surabaya Utara;Bulak;Puskesmas Kenjeran;Penyakit yang mengenai sistem syaraf;3;245;17;2;11;5;6;12;8;11;9
Surabaya Utara;Bulak;Puskesmas Kenjeran;Penyakit mata dan adnexa;42;116;148;37;48;42;60;58;49;58;69
Surabaya Utara;Bulak;Puskesmas Kenjeran;Penyakit telinga dan mastoid;27;12;88;18;27;25;31;45;40;24;33
Surabaya Utara;Bulak;Puskesmas Kenjeran;Penyakit pada sistem sirkulasi;57;8;149;46;65;44;72;59;76;74;75
Surabaya Utara;Bulak;Puskesmas Kenjeran;Penyakit pada sistem pernafasan;277;45;780;220;212;243;264;438;428;352;259
Surabaya Utara;Bulak;Puskesmas Kenjeran;Penyakit pada sistem pencernaan;306;8;861;218;306;258;338;380;279;377;329
Surabaya Utara;Bulak;Puskesmas Kenjeran;Penyakit pada kulit dan jaringan subcutaneous;67;53;217;51;64;57;78;111;78;65;110
Surabaya Utara;Bulak;Puskesmas Kenjeran;Penyakit pada sistem musculoskletal;85;48;284;55;89;98;108;133;98;114;127
Surabaya Utara;Bulak;Puskesmas Kenjeran;Penyakit pada sistem saluran kemih dan genital;29;42;73;21;26;11;28;29;41;27;28
Surabaya Utara;Bulak;Puskesmas Kenjeran;Kehamilan dan kelahiran;15;53;53;12;17;24;41;20;33;36;30
Surabaya Utara;Bulak;Puskesmas Kenjeran;Keadaan yang berasal dari periode perinatal;2;463;8;7;6;3;4;4;2;3;6
Surabaya Utara;Bulak;Puskesmas Kenjeran;Malformasi kongenital, deformasi dan kelainan chromosom;1;410;5;1;2;2;2;0;1;0;1
Surabaya Utara;Bulak;Puskesmas Kenjeran;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;134;153;428;97;108;153;142;188;158;194;172
Surabaya Utara;Bulak;Puskesmas Kenjeran;Keracunan, cedera dan beberapa penyebab yang dari luar;33;195;91;27;34;23;24;32;43;26;31
Surabaya Utara;Bulak;Puskesmas Kenjeran;Penyebab morbiditas dan kematian eksternal;0;21;2;0;2;1;1;0;2;1;2
Surabaya Utara;Bulak;Puskesmas Kenjeran;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;505;1;1.533;514;559;554;661;726;593;623;721
Surabaya Timur;Sukolilo;Puskesmas Keputih;Penyakit Infeksi dan parasit;90;93;221;82;92;90;76;116;106;117;117
Surabaya Timur;Sukolilo;Puskesmas Keputih;Neoplasma;12;33;26;3;10;7;10;12;4;9;17
Surabaya Timur;Sukolilo;Puskesmas Keputih;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2;308;9;0;7;2;2;9;9;6;5
Surabaya Timur;Sukolilo;Puskesmas Keputih;Endokrin, nutrisi dan gangguan metabolik;101;88;313;56;162;91;95;104;111;111;142
Surabaya Timur;Sukolilo;Puskesmas Keputih;Gangguan jiwa dan perilaku;28;9;87;32;18;8;18;19;14;11;11
Surabaya Timur;Sukolilo;Puskesmas Keputih;Penyakit yang mengenai sistem syaraf;21;2;41;9;8;8;9;13;5;13;12
Surabaya Timur;Sukolilo;Puskesmas Keputih;Penyakit mata dan adnexa;61;25;175;37;74;55;89;91;89;88;74
Surabaya Timur;Sukolilo;Puskesmas Keputih;Penyakit telinga dan mastoid;33;4;77;24;28;28;25;24;35;29;38
Surabaya Timur;Sukolilo;Puskesmas Keputih;Penyakit pada sistem sirkulasi;84;4;248;31;87;86;74;58;68;64;67
Surabaya Timur;Sukolilo;Puskesmas Keputih;Penyakit pada sistem pernafasan;241;64;758;208;260;232;241;391;515;384;342
Surabaya Timur;Sukolilo;Puskesmas Keputih;Penyakit pada sistem pencernaan;100;22;344;44;135;180;206;189;202;228;221
Surabaya Timur;Sukolilo;Puskesmas Keputih;Penyakit pada kulit dan jaringan subcutaneous;58;24;194;38;75;49;75;95;78;70;111
Surabaya Timur;Sukolilo;Puskesmas Keputih;Penyakit pada sistem musculoskletal;156;434;451;67;148;131;115;113;89;96;117
Surabaya Timur;Sukolilo;Puskesmas Keputih;Penyakit pada sistem saluran kemih dan genital;33;244;88;25;37;26;43;29;36;35;25
Surabaya Timur;Sukolilo;Puskesmas Keputih;Kehamilan dan kelahiran;2;87;3;2;1;2;7;4;7;4;1
Surabaya Timur;Sukolilo;Puskesmas Keputih;Keadaan yang berasal dari periode perinatal;3;188;6;5;2;2;9;3;4;4;4
Surabaya Timur;Sukolilo;Puskesmas Keputih;Malformasi kongenital, deformasi dan kelainan chromosom;3;16;6;1;1;3;2;1;2;2;4
Surabaya Timur;Sukolilo;Puskesmas Keputih;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;114;1;302;64;104;82;93;89;109;131;144
Surabaya Timur;Sukolilo;Puskesmas Keputih;Keracunan, cedera dan beberapa penyebab yang dari luar;41;137;105;19;41;25;36;40;43;42;47
Surabaya Timur;Sukolilo;Puskesmas Keputih;Penyebab morbiditas dan kematian eksternal;1;47;9;3;1;0;4;2;1;1;3
Surabaya Timur;Sukolilo;Puskesmas Keputih;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;290;291;624;129;253;231;217;312;282;397;278
Surabaya Pusat;Genteng;Puskesmas Ketabang;Penyakit Infeksi dan parasit;124;122;411;120;125;138;154;150;144;191;168
Surabaya Pusat;Genteng;Puskesmas Ketabang;Neoplasma;20;24;39;13;17;11;27;23;19;27;20
Surabaya Pusat;Genteng;Puskesmas Ketabang;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3;3;8;2;5;2;4;2;4;3;0
Surabaya Pusat;Genteng;Puskesmas Ketabang;Endokrin, nutrisi dan gangguan metabolik;168;129;342;59;133;98;101;142;88;109;103
Surabaya Pusat;Genteng;Puskesmas Ketabang;Gangguan jiwa dan perilaku;20;23;43;12;12;8;13;10;10;8;11
Surabaya Pusat;Genteng;Puskesmas Ketabang;Penyakit yang mengenai sistem syaraf;40;28;135;29;40;40;33;67;49;49;43
Surabaya Pusat;Genteng;Puskesmas Ketabang;Penyakit mata dan adnexa;88;61;228;43;96;63;84;83;75;92;62
Surabaya Pusat;Genteng;Puskesmas Ketabang;Penyakit telinga dan mastoid;35;37;129;45;53;36;56;46;39;54;62
Surabaya Pusat;Genteng;Puskesmas Ketabang;Penyakit pada sistem sirkulasi;174;93;415;118;143;115;95;147;98;103;143
Surabaya Pusat;Genteng;Puskesmas Ketabang;Penyakit pada sistem pernafasan;492;430;1.514;374;523;443;543;789;713;642;498
Surabaya Pusat;Genteng;Puskesmas Ketabang;Penyakit pada sistem pencernaan;384;325;1.209;255;440;395;466;456;431;521;483
Surabaya Pusat;Genteng;Puskesmas Ketabang;Penyakit pada kulit dan jaringan subcutaneous;129;81;342;76;117;117;118;134;124;139;183
Surabaya Pusat;Genteng;Puskesmas Ketabang;Penyakit pada sistem musculoskletal;216;187;839;206;335;326;299;357;254;316;302
Surabaya Pusat;Genteng;Puskesmas Ketabang;Penyakit pada sistem saluran kemih dan genital;40;50;87;18;15;16;22;29;23;31;28
Surabaya Pusat;Genteng;Puskesmas Ketabang;Kehamilan dan kelahiran;6;3;24;7;11;13;10;12;6;15;13
Surabaya Pusat;Genteng;Puskesmas Ketabang;Keadaan yang berasal dari periode perinatal;4;141;7;0;0;2;2;1;0;1;3
Surabaya Pusat;Genteng;Puskesmas Ketabang;Malformasi kongenital, deformasi dan kelainan chromosom;2;20;4;0;1;0;1;3;0;2;3
Surabaya Pusat;Genteng;Puskesmas Ketabang;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;88;409;259;57;68;67;78;87;134;109;66
Surabaya Pusat;Genteng;Puskesmas Ketabang;Keracunan, cedera dan beberapa penyebab yang dari luar;44;33;102;29;27;35;37;42;35;47;37
Surabaya Pusat;Genteng;Puskesmas Ketabang;Penyebab morbiditas dan kematian eksternal;14;8;33;12;12;7;12;21;12;11;7
Surabaya Pusat;Genteng;Puskesmas Ketabang;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;309;8;1.110;251;301;366;387;313;285;349;355
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit Infeksi dan parasit;121;71;352;106;115;102;111;149;131;169;124
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Neoplasma;15;12;42;11;12;12;14;10;15;22;9
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1;56;5;2;2;6;3;3;1;3;2
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Endokrin, nutrisi dan gangguan metabolik;70;48;208;36;97;107;175;202;145;121;116
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Gangguan jiwa dan perilaku;3;15;9;11;8;6;3;1;6;10;6
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit yang mengenai sistem syaraf;10;56;33;5;13;22;21;27;29;32;43
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit mata dan adnexa;48;282;205;52;80;67;68;104;76;96;89
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit telinga dan mastoid;67;339;190;31;69;53;36;75;73;64;36
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem sirkulasi;34;59;137;46;71;84;73;90;87;86;87
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem pernafasan;326;97;1.139;218;365;300;332;497;605;449;251
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem pencernaan;396;18;1.096;255;376;394;417;418;342;473;383
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada kulit dan jaringan subcutaneous;80;2;253;60;91;74;106;133;92;92;88
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem musculoskletal;147;22;377;78;139;124;124;141;128;132;86
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem saluran kemih dan genital;27;36;83;31;35;36;26;40;27;49;40
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Kehamilan dan kelahiran;59;259;193;48;42;40;55;51;34;49;29
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Keadaan yang berasal dari periode perinatal;0;135;2;4;1;2;3;2;3;6;1
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Malformasi kongenital, deformasi dan kelainan chromosom;2;11;4;4;3;0;0;3;2;4;1
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;113;5;339;125;186;154;153;207;246;205;124
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Keracunan, cedera dan beberapa penyebab yang dari luar;52;100;135;27;39;30;53;51;64;56;34
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyebab morbiditas dan kematian eksternal;0;11;10;0;2;2;6;5;8;1;1
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;319;46;802;184;293;327;333;508;421;537;439
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit Infeksi dan parasit;141;87;412;115;151;157;154;188;178;184;191
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Neoplasma;17;48;47;13;23;23;29;22;19;17;24
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3;67;14;0;2;2;6;5;7;5;3
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Endokrin, nutrisi dan gangguan metabolik;33;433;135;22;73;62;81;120;89;106;101
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Gangguan jiwa dan perilaku;5;486;20;8;14;18;18;20;22;20;21
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit yang mengenai sistem syaraf;45;75;134;34;52;54;46;71;47;71;62
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit mata dan adnexa;47;151;132;46;70;57;50;59;47;58;47
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit telinga dan mastoid;36;35;152;52;66;53;75;79;73;73;76
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem sirkulasi;43;0;175;52;104;77;105;122;112;106;122
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem pernafasan;424;109;1.498;385;505;525;585;869;852;836;515
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem pencernaan;416;33;1.307;286;469;423;551;536;472;562;513
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada kulit dan jaringan subcutaneous;142;458;508;137;190;145;183;197;160;205;241
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem musculoskletal;213;289;612;134;225;221;232;240;227;287;249
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem saluran kemih dan genital;32;30;86;12;41;29;40;52;29;55;58
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Kehamilan dan kelahiran;17;1;50;17;20;14;30;28;20;41;17
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Keadaan yang berasal dari periode perinatal;3;118;6;4;3;4;6;11;5;6;12
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Malformasi kongenital, deformasi dan kelainan chromosom;2;27;7;4;6;4;2;2;5;1;2
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;68;19;285;102;103;117;134;136;169;186;207
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Keracunan, cedera dan beberapa penyebab yang dari luar;39;105;118;46;54;38;60;66;61;62;50
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyebab morbiditas dan kematian eksternal;1;79;1;0;2;0;0;3;1;3;0
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;336;115;929;296;519;516;562;444;500;635;507
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit Infeksi dan parasit;134;724;321;73;113;107;88;132;125;122;128
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Neoplasma;8;789;24;8;11;15;11;13;11;15;9
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1;158;6;0;2;2;2;3;1;3;4
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Endokrin, nutrisi dan gangguan metabolik;49;340;103;23;35;38;28;36;31;36;55
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Gangguan jiwa dan perilaku;10;69;27;6;7;12;8;9;12;10;8
